x,y
10.713042126072285,11.67460464843251
37.66221166542289,44.54797184679564
-19.92442433169913,25.718730476880957
33.21263975852159,-10.819201301485545
-32.412148370269676,-23.88040218912086
1.4545715356021445,-0.948171424084009
6.564282502377572,10.070996688011432
38.63057164424885,44.111958513589215
-23.026978914022198,30.947016939085515
30.187034081957858,-6.6273535096013525
-32.622962743575236,-18.54702093601006
-2.32663115916903,-1.9090584885825965
9.405946244707721,7.877736741233932
36.71044716958168,42.510094052273054
-22.49745768218502,26.198348268845777
29.92190947493017,-10.35877900759348
-32.27394663253484,-19.746010609974586
1.0508126791496413,-3.507589665493824
11.78053651964062,10.422360392959808
40.594872106741285,39.48126344677692
-21.142434343966837,31.98226447867214
28.121131073369266,-9.089959575784633
-29.28501251228159,-24.27641631501243
0.02473685412054933,-0.7888956722884876
7.339534520779069,9.767161733589369
38.461467822502485,39.189784430652864
-20.430034949184687,30.91902327845443
24.898340367275335,-10.309132452504588
-35.174511947647495,-19.234135332166023
-2.900466807827024,-0.4444250819402578
11.515131353895006,7.506095129947362
42.25268979893597,38.7517069853316
-23.826319645992914,30.328332148380316
30.302133642399504,-7.309897606976029
-27.216773489824348,-20.475722691011413
1.5907600902471781,0.4273310963307745
5.137049083263929,2.564382053105269
44.87383838916589,39.53246754677073
-21.008554574571267,28.329983650907703
29.522154083519673,-7.263708138391252
-29.840088929636387,-18.27374297885624
-2.4659186672638826,4.221045276925183
8.662573408290463,9.972602096019916
36.16009325491507,41.28909412561667
-18.461979593263866,28.013995118010993
31.428996212633656,-7.288140741121743
-29.84470459072963,-22.853312176841378
-0.15261271824930447,-0.5963456071661166
7.8615348770811835,8.932840166461316
42.149788756247155,38.598692425721666
-15.793633638080628,30.895922982408273
29.504760408359687,-12.865014997909977
-30.47528502598557,-23.29181663982519
4.23413607908865,-4.2460337775866055
8.140023830921914,8.123880665393656
34.62460239771803,36.153082449735976
-22.860474958018635,31.081756636540522
29.45059155452833,-11.898745055573153
-31.564893613526905,-15.85730952634264
0.25399810282009727,2.0319418684557373
15.679736506976873,10.572697288285022
43.27013139806681,40.244017743545875
-22.290611328705786,33.84432776093221
31.869113004225536,-9.775090617225288
-28.47820260984579,-22.43394817995469
-4.232286932741458,2.8443997142087474
9.075520835323825,10.390717857729111
37.3525678302894,41.03976002906518
-19.289244714771346,34.42752484760957
29.409356726958094,-8.378895868635444
-29.17879320993682,-21.024119442970274
-0.557800573015756,-1.3689549007887458
11.44667745908134,10.787157779145714
40.34938987537766,37.426874073484825
-25.190086915643974,28.98668205540571
28.505227549908746,-8.668885860710464
-36.3306523216714,-18.744963857584178
-1.3998061724766275,-5.988792359622092
8.797798379743272,12.264712884148494
38.635271095083766,38.49576317703291
-24.499202561405745,30.927578395443422
29.991080932902786,-9.349904074660957
-30.411334805983188,-23.074231809537583
-4.816715855766353,2.1875336648222583
11.382422225958896,2.351932553574274
43.123984049087845,40.925360434915476
-23.788215843819412,28.68621713993785
27.637079506171887,-12.580984179555525
-25.770851327737503,-18.674629218193534
0.15267798526414364,0.750961393779928
13.810897380612698,10.676435091933776
37.216693000524266,38.34179865820969
-15.613741285815195,25.75660933266594
31.174473263508556,-6.080144373190924
-32.840605694174016,-18.35949262239301
2.4162599763937194,0.5267374656708954
5.116449946766841,11.254767550800747
38.18253875027525,45.62205238381727
-18.876944866838613,28.681473227569033
34.227423089970266,-7.826075397856744
-27.65889874386751,-21.631280595123293
-2.0259055297582846,1.7316691117363576
6.443041981421684,7.327614819515066
38.52945577492131,40.89790344120705
-24.81847292799082,30.48879165628079
32.78902828758222,-9.12174167140389
-24.956893427432544,-18.655580373198205
4.1629167693708915,-0.7042664587294061
12.029412460444567,11.156601765366691
36.309060419478136,37.82201493719879
-17.89581616704964,30.118215927736408
29.6711750589672,-13.057359256476513
-27.312830570594514,-17.835004902595713
2.4591822970752064,-3.0948963155691356
9.810520568383293,4.783572535454902
36.76877159483358,35.04195161549112
-19.144268155849836,30.66878344020692
30.131779185415628,-10.290749602871834
-26.143769558350595,-22.908752326764592
-3.1717199122042654,-0.3584122579079846
8.553498869182578,11.84955394755938
41.631190563769195,38.34810483131171
-19.6795524883132,33.89062603284592
33.513571156943264,-11.069889646011777
-29.776175323620443,-18.90043569780956
-1.9355913681673675,5.376782102676183
10.653920542461574,10.187612117945331
36.06681087869027,42.94548893434497
-18.68527151126745,31.954628934553202
30.395173636373553,-9.62387727475673
-31.744421566091823,-13.977662130197892
0.7492035855397814,2.2300752198501326
11.444358044549947,10.407370816395922
